Date,Daily Active Addresses
2022-07-14T00:00:00.000Z,988317
2022-07-15T00:00:00.000Z,951898
2022-07-16T00:00:00.000Z,788210
2022-07-17T00:00:00.000Z,724848
2022-07-18T00:00:00.000Z,871557
2022-07-19T00:00:00.000Z,994738
2022-07-20T00:00:00.000Z,917215
2022-07-21T00:00:00.000Z,961728
2022-07-22T00:00:00.000Z,850070
2022-07-23T00:00:00.000Z,773337
2022-07-24T00:00:00.000Z,731430
2022-07-25T00:00:00.000Z,902306
2022-07-26T00:00:00.000Z,959175
2022-07-27T00:00:00.000Z,887476
2022-07-28T00:00:00.000Z,1013636
2022-07-29T00:00:00.000Z,951465
2022-07-30T00:00:00.000Z,798786
2022-07-31T00:00:00.000Z,770323
2022-08-01T00:00:00.000Z,905239
2022-08-02T00:00:00.000Z,944048
2022-08-03T00:00:00.000Z,975957
2022-08-04T00:00:00.000Z,952749
2022-08-05T00:00:00.000Z,947167
2022-08-06T00:00:00.000Z,872602
2022-08-07T00:00:00.000Z,709658
2022-08-08T00:00:00.000Z,920954
2022-08-09T00:00:00.000Z,950235
2022-08-10T00:00:00.000Z,1030425
2022-08-11T00:00:00.000Z,1009694
2022-08-12T00:00:00.000Z,957710
2022-08-13T00:00:00.000Z,825113
2022-08-14T00:00:00.000Z,816256
2022-08-15T00:00:00.000Z,915146
2022-08-16T00:00:00.000Z,1029339
2022-08-17T00:00:00.000Z,911497
2022-08-18T00:00:00.000Z,1011012
2022-08-19T00:00:00.000Z,996161
2022-08-20T00:00:00.000Z,841231
2022-08-21T00:00:00.000Z,766388
2022-08-22T00:00:00.000Z,883690
2022-08-23T00:00:00.000Z,933686
2022-08-24T00:00:00.000Z,921143
2022-08-25T00:00:00.000Z,917698
2022-08-26T00:00:00.000Z,929092
2022-08-27T00:00:00.000Z,841410
2022-08-28T00:00:00.000Z,769433
2022-08-29T00:00:00.000Z,937537
2022-08-30T00:00:00.000Z,949538
2022-08-31T00:00:00.000Z,921979
2022-09-01T00:00:00.000Z,966751
2022-09-02T00:00:00.000Z,990969
2022-09-03T00:00:00.000Z,942672
2022-09-04T00:00:00.000Z,771509
2022-09-05T00:00:00.000Z,936082
2022-09-06T00:00:00.000Z,928335
2022-09-07T00:00:00.000Z,959107
2022-09-08T00:00:00.000Z,931903
2022-09-09T00:00:00.000Z,1033476
2022-09-10T00:00:00.000Z,895087
2022-09-11T00:00:00.000Z,859575
2022-09-12T00:00:00.000Z,985005
2022-09-13T00:00:00.000Z,947726
2022-09-14T00:00:00.000Z,985278
2022-09-15T00:00:00.000Z,953637
2022-09-16T00:00:00.000Z,933524
2022-09-17T00:00:00.000Z,930941
2022-09-18T00:00:00.000Z,773996
2022-09-19T00:00:00.000Z,912736
2022-09-20T00:00:00.000Z,963974
2022-09-21T00:00:00.000Z,910935
2022-09-22T00:00:00.000Z,862684
2022-09-23T00:00:00.000Z,983784
2022-09-24T00:00:00.000Z,808972
2022-09-25T00:00:00.000Z,790201
2022-09-26T00:00:00.000Z,927888
2022-09-27T00:00:00.000Z,951845
2022-09-28T00:00:00.000Z,861681
2022-09-29T00:00:00.000Z,883249
2022-09-30T00:00:00.000Z,988865
2022-10-01T00:00:00.000Z,879230
2022-10-02T00:00:00.000Z,837056
2022-10-03T00:00:00.000Z,985112
2022-10-04T00:00:00.000Z,933142
2022-10-05T00:00:00.000Z,889334
2022-10-06T00:00:00.000Z,938630
2022-10-07T00:00:00.000Z,941242
2022-10-08T00:00:00.000Z,815723
2022-10-09T00:00:00.000Z,771855
2022-10-10T00:00:00.000Z,912480
2022-10-11T00:00:00.000Z,897383
2022-10-12T00:00:00.000Z,872626
2022-10-13T00:00:00.000Z,946163
2022-10-14T00:00:00.000Z,980309
2022-10-15T00:00:00.000Z,858106
2022-10-16T00:00:00.000Z,762517
2022-10-17T00:00:00.000Z,872694
2022-10-18T00:00:00.000Z,884269
2022-10-19T00:00:00.000Z,922346
2022-10-20T00:00:00.000Z,889522
2022-10-21T00:00:00.000Z,924689
2022-10-22T00:00:00.000Z,830394
2022-10-23T00:00:00.000Z,804142
2022-10-24T00:00:00.000Z,919353
2022-10-25T00:00:00.000Z,826803
2022-10-26T00:00:00.000Z,1047792
2022-10-27T00:00:00.000Z,897118
2022-10-28T00:00:00.000Z,938659
2022-10-29T00:00:00.000Z,879977
2022-10-30T00:00:00.000Z,828654
2022-10-31T00:00:00.000Z,966373
2022-11-01T00:00:00.000Z,958101
2022-11-02T00:00:00.000Z,869353
2022-11-03T00:00:00.000Z,1010271
2022-11-04T00:00:00.000Z,947631
2022-11-05T00:00:00.000Z,928097
2022-11-06T00:00:00.000Z,820410
2022-11-07T00:00:00.000Z,914519
2022-11-08T00:00:00.000Z,1054903
2022-11-09T00:00:00.000Z,1072499
2022-11-10T00:00:00.000Z,1049738
2022-11-11T00:00:00.000Z,973180
2022-11-12T00:00:00.000Z,923204
2022-11-13T00:00:00.000Z,893648
2022-11-14T00:00:00.000Z,944813
2022-11-15T00:00:00.000Z,995585
2022-11-16T00:00:00.000Z,952986
2022-11-17T00:00:00.000Z,883285
2022-11-18T00:00:00.000Z,969825
2022-11-19T00:00:00.000Z,1107032
2022-11-20T00:00:00.000Z,1014697
2022-11-21T00:00:00.000Z,975213
2022-11-22T00:00:00.000Z,924450
2022-11-23T00:00:00.000Z,1058461
2022-11-24T00:00:00.000Z,996028
2022-11-25T00:00:00.000Z,979481
2022-11-26T00:00:00.000Z,891195
2022-11-27T00:00:00.000Z,852674
2022-11-28T00:00:00.000Z,936672
2022-11-29T00:00:00.000Z,961325
2022-11-30T00:00:00.000Z,938057
2022-12-01T00:00:00.000Z,1031848
2022-12-02T00:00:00.000Z,968643
2022-12-03T00:00:00.000Z,938579
2022-12-04T00:00:00.000Z,850015
2022-12-05T00:00:00.000Z,964310
2022-12-06T00:00:00.000Z,941701
2022-12-07T00:00:00.000Z,917745
2022-12-08T00:00:00.000Z,881168
2022-12-09T00:00:00.000Z,940965
2022-12-10T00:00:00.000Z,934095
2022-12-11T00:00:00.000Z,771762
2022-12-12T00:00:00.000Z,906537
2022-12-13T00:00:00.000Z,972133
2022-12-14T00:00:00.000Z,927158
2022-12-15T00:00:00.000Z,914477
2022-12-16T00:00:00.000Z,878974
2022-12-17T00:00:00.000Z,971634
2022-12-18T00:00:00.000Z,803738
2022-12-19T00:00:00.000Z,963995
2022-12-20T00:00:00.000Z,951411
2022-12-21T00:00:00.000Z,925819
2022-12-22T00:00:00.000Z,903023
2022-12-23T00:00:00.000Z,891226
2022-12-24T00:00:00.000Z,759078
2022-12-25T00:00:00.000Z,754602
2022-12-26T00:00:00.000Z,780603
2022-12-27T00:00:00.000Z,863595
2022-12-28T00:00:00.000Z,914115
2022-12-29T00:00:00.000Z,949238
2022-12-30T00:00:00.000Z,1069719
2022-12-31T00:00:00.000Z,843371
2023-01-01T00:00:00.000Z,717140
2023-01-02T00:00:00.000Z,849628
2023-01-03T00:00:00.000Z,982392
2023-01-04T00:00:00.000Z,922045
2023-01-05T00:00:00.000Z,934845
2023-01-06T00:00:00.000Z,950398
2023-01-07T00:00:00.000Z,803644
2023-01-08T00:00:00.000Z,769391
2023-01-09T00:00:00.000Z,981334
2023-01-10T00:00:00.000Z,1148756
2023-01-11T00:00:00.000Z,943434
2023-01-12T00:00:00.000Z,1048402
2023-01-13T00:00:00.000Z,1071458
2023-01-14T00:00:00.000Z,980549
2023-01-15T00:00:00.000Z,807696
2023-01-16T00:00:00.000Z,968569
2023-01-17T00:00:00.000Z,990212
2023-01-18T00:00:00.000Z,951359
2023-01-19T00:00:00.000Z,933437
2023-01-20T00:00:00.000Z,916798
2023-01-21T00:00:00.000Z,902343
2023-01-22T00:00:00.000Z,860745
2023-01-23T00:00:00.000Z,929917
2023-01-24T00:00:00.000Z,912973
2023-01-25T00:00:00.000Z,919496
2023-01-26T00:00:00.000Z,898170
2023-01-27T00:00:00.000Z,925684
2023-01-28T00:00:00.000Z,859108
2023-01-29T00:00:00.000Z,831780
2023-01-30T00:00:00.000Z,945760
2023-01-31T00:00:00.000Z,946321
2023-02-01T00:00:00.000Z,1051929
2023-02-02T00:00:00.000Z,1001509
2023-02-03T00:00:00.000Z,990864
2023-02-04T00:00:00.000Z,974798
2023-02-05T00:00:00.000Z,805680
2023-02-06T00:00:00.000Z,913289
2023-02-07T00:00:00.000Z,932004
2023-02-08T00:00:00.000Z,943859
2023-02-09T00:00:00.000Z,1072069
2023-02-10T00:00:00.000Z,915206
2023-02-11T00:00:00.000Z,881992
2023-02-12T00:00:00.000Z,874813
2023-02-13T00:00:00.000Z,968694
2023-02-14T00:00:00.000Z,910472
2023-02-15T00:00:00.000Z,991987
2023-02-16T00:00:00.000Z,1124959
2023-02-17T00:00:00.000Z,1050194
2023-02-18T00:00:00.000Z,1052529
2023-02-19T00:00:00.000Z,918116
2023-02-20T00:00:00.000Z,908270
2023-02-21T00:00:00.000Z,1013436
2023-02-22T00:00:00.000Z,940946
2023-02-23T00:00:00.000Z,1077348
2023-02-24T00:00:00.000Z,962523
2023-02-25T00:00:00.000Z,815905
2023-02-26T00:00:00.000Z,916426
2023-02-27T00:00:00.000Z,969584
2023-02-28T00:00:00.000Z,983492
2023-03-01T00:00:00.000Z,1085123
2023-03-02T00:00:00.000Z,942509
2023-03-03T00:00:00.000Z,1088122
2023-03-04T00:00:00.000Z,905442
2023-03-05T00:00:00.000Z,992785
2023-03-06T00:00:00.000Z,927355
2023-03-07T00:00:00.000Z,1065688
2023-03-08T00:00:00.000Z,894393
2023-03-09T00:00:00.000Z,928650
2023-03-10T00:00:00.000Z,992309
2023-03-11T00:00:00.000Z,973488
2023-03-12T00:00:00.000Z,889883
2023-03-13T00:00:00.000Z,993178
2023-03-14T00:00:00.000Z,1026458
2023-03-15T00:00:00.000Z,1013104
2023-03-16T00:00:00.000Z,891722
2023-03-17T00:00:00.000Z,1072415
2023-03-18T00:00:00.000Z,970801
2023-03-19T00:00:00.000Z,846647
2023-03-20T00:00:00.000Z,1020145
2023-03-21T00:00:00.000Z,982792
2023-03-22T00:00:00.000Z,941446
2023-03-23T00:00:00.000Z,913215
2023-03-24T00:00:00.000Z,884271
2023-03-25T00:00:00.000Z,906851
2023-03-26T00:00:00.000Z,835596
2023-03-27T00:00:00.000Z,1052637
2023-03-28T00:00:00.000Z,974840
2023-03-29T00:00:00.000Z,989814
2023-03-30T00:00:00.000Z,1015817
2023-03-31T00:00:00.000Z,1041576
2023-04-01T00:00:00.000Z,1044837
2023-04-02T00:00:00.000Z,1012223
2023-04-03T00:00:00.000Z,973550
2023-04-04T00:00:00.000Z,1122914
2023-04-05T00:00:00.000Z,959132
2023-04-06T00:00:00.000Z,1033061
2023-04-07T00:00:00.000Z,966857
2023-04-08T00:00:00.000Z,868527
2023-04-09T00:00:00.000Z,933597
2023-04-10T00:00:00.000Z,944628
2023-04-11T00:00:00.000Z,1156847
2023-04-12T00:00:00.000Z,1044024
2023-04-13T00:00:00.000Z,1017709
2023-04-14T00:00:00.000Z,1013941
2023-04-15T00:00:00.000Z,1049572
2023-04-16T00:00:00.000Z,835612
2023-04-17T00:00:00.000Z,984689
2023-04-18T00:00:00.000Z,1146721
2023-04-19T00:00:00.000Z,992096
2023-04-20T00:00:00.000Z,951311
2023-04-21T00:00:00.000Z,1033544
2023-04-22T00:00:00.000Z,918030
2023-04-23T00:00:00.000Z,839963
2023-04-24T00:00:00.000Z,981205
2023-04-25T00:00:00.000Z,904769
2023-04-26T00:00:00.000Z,891581
2023-04-27T00:00:00.000Z,895555
2023-04-28T00:00:00.000Z,952745
2023-04-29T00:00:00.000Z,809135
2023-04-30T00:00:00.000Z,780436
2023-05-01T00:00:00.000Z,931239
2023-05-02T00:00:00.000Z,814138
2023-05-03T00:00:00.000Z,962742
2023-05-04T00:00:00.000Z,902721
2023-05-05T00:00:00.000Z,829887
2023-05-06T00:00:00.000Z,765570
2023-05-07T00:00:00.000Z,566465
2023-05-08T00:00:00.000Z,690752
2023-05-09T00:00:00.000Z,760526
2023-05-10T00:00:00.000Z,898357
2023-05-11T00:00:00.000Z,831291
2023-05-12T00:00:00.000Z,807785
2023-05-13T00:00:00.000Z,717551
2023-05-14T00:00:00.000Z,833536
2023-05-15T00:00:00.000Z,811312
2023-05-16T00:00:00.000Z,811192
2023-05-17T00:00:00.000Z,835810
2023-05-18T00:00:00.000Z,811702
2023-05-19T00:00:00.000Z,895860
2023-05-20T00:00:00.000Z,738980
2023-05-21T00:00:00.000Z,774427
2023-05-22T00:00:00.000Z,828064
2023-05-23T00:00:00.000Z,848754
2023-05-24T00:00:00.000Z,861320
2023-05-25T00:00:00.000Z,932342
2023-05-26T00:00:00.000Z,960605
2023-05-27T00:00:00.000Z,884978
2023-05-28T00:00:00.000Z,871914
2023-05-29T00:00:00.000Z,903301
2023-05-30T00:00:00.000Z,953983
2023-05-31T00:00:00.000Z,932470
2023-06-01T00:00:00.000Z,918472
2023-06-02T00:00:00.000Z,979938
2023-06-03T00:00:00.000Z,864182
2023-06-04T00:00:00.000Z,893030
2023-06-05T00:00:00.000Z,882955
2023-06-06T00:00:00.000Z,1028870
2023-06-07T00:00:00.000Z,1001246
2023-06-08T00:00:00.000Z,972479
2023-06-09T00:00:00.000Z,1023556
2023-06-10T00:00:00.000Z,941385
2023-06-11T00:00:00.000Z,882970
2023-06-12T00:00:00.000Z,976337
2023-06-13T00:00:00.000Z,937737
2023-06-14T00:00:00.000Z,833873
2023-06-15T00:00:00.000Z,910800
2023-06-16T00:00:00.000Z,960208
2023-06-17T00:00:00.000Z,858747
2023-06-18T00:00:00.000Z,895446
2023-06-19T00:00:00.000Z,907371
2023-06-20T00:00:00.000Z,957362
2023-06-21T00:00:00.000Z,913192
2023-06-22T00:00:00.000Z,1005853
2023-06-23T00:00:00.000Z,949904
2023-06-24T00:00:00.000Z,1011182
2023-06-25T00:00:00.000Z,949617
2023-06-26T00:00:00.000Z,1008028
2023-06-27T00:00:00.000Z,961938
2023-06-28T00:00:00.000Z,835031
2023-06-29T00:00:00.000Z,980449
2023-06-30T00:00:00.000Z,1060139
2023-07-01T00:00:00.000Z,923905
2023-07-02T00:00:00.000Z,1008415
2023-07-03T00:00:00.000Z,958775
2023-07-04T00:00:00.000Z,960544
2023-07-05T00:00:00.000Z,967395
2023-07-06T00:00:00.000Z,972697
2023-07-07T00:00:00.000Z,1030679
2023-07-08T00:00:00.000Z,1004146
2023-07-09T00:00:00.000Z,977907
2023-07-10T00:00:00.000Z,928380
2023-07-11T00:00:00.000Z,929524
2023-07-12T00:00:00.000Z,951025
2023-07-13T00:00:00.000Z,871742
2023-07-14T00:00:00.000Z,999965
2023-07-15T00:00:00.000Z,914498
2023-07-16T00:00:00.000Z,923522
2023-07-17T00:00:00.000Z,949641
2023-07-18T00:00:00.000Z,1015062
2023-07-19T00:00:00.000Z,960142
2023-07-20T00:00:00.000Z,902332
2023-07-21T00:00:00.000Z,854501
2023-07-22T00:00:00.000Z,924226
2023-07-23T00:00:00.000Z,894088
2023-07-24T00:00:00.000Z,940660
2023-07-25T00:00:00.000Z,939903
2023-07-26T00:00:00.000Z,1016003
2023-07-27T00:00:00.000Z,940933
2023-07-28T00:00:00.000Z,942784
2023-07-29T00:00:00.000Z,881881
2023-07-30T00:00:00.000Z,1011198
2023-07-31T00:00:00.000Z,914155
2023-08-01T00:00:00.000Z,986042
2023-08-02T00:00:00.000Z,1074565
2023-08-03T00:00:00.000Z,1032874
2023-08-04T00:00:00.000Z,913875
2023-08-05T00:00:00.000Z,990582
2023-08-06T00:00:00.000Z,977973
2023-08-07T00:00:00.000Z,950602
2023-08-08T00:00:00.000Z,873925
2023-08-09T00:00:00.000Z,1049436
2023-08-10T00:00:00.000Z,951586
2023-08-11T00:00:00.000Z,965410
2023-08-12T00:00:00.000Z,927540
2023-08-13T00:00:00.000Z,865963
2023-08-14T00:00:00.000Z,1001648
2023-08-15T00:00:00.000Z,1066740
2023-08-16T00:00:00.000Z,954781
2023-08-17T00:00:00.000Z,1052051
2023-08-18T00:00:00.000Z,1015614
2023-08-19T00:00:00.000Z,882993
2023-08-20T00:00:00.000Z,928108
2023-08-21T00:00:00.000Z,1004503
2023-08-22T00:00:00.000Z,925724
2023-08-23T00:00:00.000Z,932453
2023-08-24T00:00:00.000Z,948003
2023-08-25T00:00:00.000Z,919165
2023-08-26T00:00:00.000Z,919523
2023-08-27T00:00:00.000Z,802942
2023-08-28T00:00:00.000Z,876229
2023-08-29T00:00:00.000Z,1048859
2023-08-30T00:00:00.000Z,589068
